MMPID	CHR	START	STOP	SAMPLE_ID	FC_X	FC_H3	FC_K27	ABS_K4	GENE	FC_EXPRESSION
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	WBP1LP7	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	OR4F29	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	WBP1LP7	0
2	chr1	11093	11785	DL487	0.74	0	0	0	OR4F29	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	WBP1LP7	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	WBP1LP7	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	WBP1LP7	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	WBP1LP7	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	WBP1LP7	0
2	chr1	11093	11785	DL191	0	2.125	0	0	WBP1LP7	0
2	chr1	11093	11785	DL3B538	0	0	0	0	WBP1LP7	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	WBP1LP7	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	AL732372.1	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	WBP1LP7	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	AL732372.1	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	WBP1LP7	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	AL732372.1	0
2	chr1	11093	11785	DL487	0.74	0	0	0	WBP1LP7	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	AL732372.1	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	AL732372.1	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	AL732372.1	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	AL732372.1	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	AL732372.1	0
2	chr1	11093	11785	DL3B538	0	0	0	0	AL732372.1	0
2	chr1	11093	11785	DL191	0	2.125	0	0	AL732372.1	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP5-857K21.15	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	AL732372.1	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP5-857K21.15	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	AL732372.1	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	AL732372.1	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP5-857K21.15	0
2	chr1	11093	11785	DL487	0.74	0	0	0	AL732372.1	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP5-857K21.15	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP5-857K21.15	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP4-669L17.2	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP5-857K21.15	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP4-669L17.2	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP5-857K21.15	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP4-669L17.2	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP5-857K21.15	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP4-669L17.2	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP5-857K21.15	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP4-669L17.2	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP4-669L17.1	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP4-669L17.2	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP4-669L17.1	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP4-669L17.2	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP4-669L17.1	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP4-669L17.2	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP4-669L17.1	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP4-669L17.2	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP4-669L17.1	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP4-669L17.1	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP4-669L17.1	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP4-669L17.1	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP4-669L17.1	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP4-669L17.1	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP4-669L17.1	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP4-669L17.1	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP4-669L17.1	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP4-669L17.1	0
