MMPID	CHR	START	STOP	SAMPLE_ID	FC_X	FC_H3	FC_K27	ABS_K4	GENE	FC_EXPRESSION
1	chr1	9942	10653	DL487	1.57	0	0	0	OR4F29	0
1	chr1	9942	10653	DL3B538	0	0	0	0	OR4F29	0
1	chr1	9942	10653	DL135	2.71	0.736	1.788	58.615	WBP1LP7	0
1	chr1	9942	10653	DL140	0	0.259	1.674	24.870	WBP1LP7	0
1	chr1	9942	10653	DL166	0	0.497	0	22.187	WBP1LP7	0
1	chr1	9942	10653	DL188	0	1.682	3.089	79.603	WBP1LP7	0
1	chr1	9942	10653	DL191	0	0.656	0	0	WBP1LP7	0
1	chr1	9942	10653	DL3A193	0	0.486	0	0	WBP1LP7	0
1	chr1	9942	10653	DL237	1.93	0.403	2.487	33.533	WBP1LP7	0
1	chr1	9942	10653	DL252	1.58	0.893	0.817	49.844	WBP1LP7	0
1	chr1	9942	10653	DL273	2.67	0.283	2.323	33.047	WBP1LP7	0
1	chr1	9942	10653	DL397	2.03	0.606	0	0	WBP1LP7	0
1	chr1	9942	10653	DL3A538	1.32	0.353	0.505	28.076	WBP1LP7	0
1	chr1	9942	10653	DL551	1.49	0.157	0.719	25.735	WBP1LP7	0
1	chr1	9942	10653	DL487	1.57	0	0	0	WBP1LP7	0
1	chr1	9942	10653	DL3B538	0	0	0	0	WBP1LP7	0
1	chr1	9942	10653	DL135	2.71	0.736	1.788	58.615	AL732372.1	0
1	chr1	9942	10653	DL140	0	0.259	1.674	24.870	AL732372.1	0
1	chr1	9942	10653	DL166	0	0.497	0	22.187	AL732372.1	0
1	chr1	9942	10653	DL188	0	1.682	3.089	79.603	AL732372.1	0
1	chr1	9942	10653	DL191	0	0.656	0	0	AL732372.1	0
1	chr1	9942	10653	DL3A193	0	0.486	0	0	AL732372.1	0
1	chr1	9942	10653	DL237	1.93	0.403	2.487	33.533	AL732372.1	0
1	chr1	9942	10653	DL252	1.58	0.893	0.817	49.844	AL732372.1	0
1	chr1	9942	10653	DL273	2.67	0.283	2.323	33.047	AL732372.1	0
1	chr1	9942	10653	DL397	2.03	0.606	0	0	AL732372.1	0
1	chr1	9942	10653	DL3A538	1.32	0.353	0.505	28.076	AL732372.1	0
1	chr1	9942	10653	DL551	1.49	0.157	0.719	25.735	AL732372.1	0
1	chr1	9942	10653	DL487	1.57	0	0	0	AL732372.1	0
1	chr1	9942	10653	DL3B538	0	0	0	0	AL732372.1	0
1	chr1	9942	10653	DL135	2.71	0.736	1.788	58.615	RP5-857K21.15	0
1	chr1	9942	10653	DL140	0	0.259	1.674	24.870	RP5-857K21.15	0
1	chr1	9942	10653	DL166	0	0.497	0	22.187	RP5-857K21.15	0
1	chr1	9942	10653	DL188	0	1.682	3.089	79.603	RP5-857K21.15	0
1	chr1	9942	10653	DL191	0	0.656	0	0	RP5-857K21.15	0
1	chr1	9942	10653	DL3A193	0	0.486	0	0	RP5-857K21.15	0
1	chr1	9942	10653	DL237	1.93	0.403	2.487	33.533	RP5-857K21.15	0
1	chr1	9942	10653	DL252	1.58	0.893	0.817	49.844	RP5-857K21.15	0
1	chr1	9942	10653	DL273	2.67	0.283	2.323	33.047	RP5-857K21.15	0
1	chr1	9942	10653	DL397	2.03	0.606	0	0	RP5-857K21.15	0
1	chr1	9942	10653	DL3A538	1.32	0.353	0.505	28.076	RP5-857K21.15	0
1	chr1	9942	10653	DL551	1.49	0.157	0.719	25.735	RP5-857K21.15	0
1	chr1	9942	10653	DL487	1.57	0	0	0	RP5-857K21.15	0
1	chr1	9942	10653	DL3B538	0	0	0	0	RP5-857K21.15	0
1	chr1	9942	10653	DL135	2.71	0.736	1.788	58.615	RP4-669L17.2	0
1	chr1	9942	10653	DL140	0	0.259	1.674	24.870	RP4-669L17.2	0
1	chr1	9942	10653	DL166	0	0.497	0	22.187	RP4-669L17.2	0
1	chr1	9942	10653	DL188	0	1.682	3.089	79.603	RP4-669L17.2	0
1	chr1	9942	10653	DL191	0	0.656	0	0	RP4-669L17.2	0
1	chr1	9942	10653	DL3A193	0	0.486	0	0	RP4-669L17.2	0
1	chr1	9942	10653	DL237	1.93	0.403	2.487	33.533	RP4-669L17.2	0
1	chr1	9942	10653	DL252	1.58	0.893	0.817	49.844	RP4-669L17.2	0
1	chr1	9942	10653	DL273	2.67	0.283	2.323	33.047	RP4-669L17.2	0
1	chr1	9942	10653	DL397	2.03	0.606	0	0	RP4-669L17.2	0
1	chr1	9942	10653	DL3A538	1.32	0.353	0.505	28.076	RP4-669L17.2	0
1	chr1	9942	10653	DL551	1.49	0.157	0.719	25.735	RP4-669L17.2	0
1	chr1	9942	10653	DL487	1.57	0	0	0	RP4-669L17.2	0
1	chr1	9942	10653	DL3B538	0	0	0	0	RP4-669L17.2	0
1	chr1	9942	10653	DL135	2.71	0.736	1.788	58.615	RP4-669L17.1	0
1	chr1	9942	10653	DL140	0	0.259	1.674	24.870	RP4-669L17.1	0
1	chr1	9942	10653	DL166	0	0.497	0	22.187	RP4-669L17.1	0
1	chr1	9942	10653	DL188	0	1.682	3.089	79.603	RP4-669L17.1	0
1	chr1	9942	10653	DL191	0	0.656	0	0	RP4-669L17.1	0
1	chr1	9942	10653	DL3A193	0	0.486	0	0	RP4-669L17.1	0
1	chr1	9942	10653	DL237	1.93	0.403	2.487	33.533	RP4-669L17.1	0
1	chr1	9942	10653	DL252	1.58	0.893	0.817	49.844	RP4-669L17.1	0
1	chr1	9942	10653	DL273	2.67	0.283	2.323	33.047	RP4-669L17.1	0
1	chr1	9942	10653	DL397	2.03	0.606	0	0	RP4-669L17.1	0
1	chr1	9942	10653	DL3A538	1.32	0.353	0.505	28.076	RP4-669L17.1	0
1	chr1	9942	10653	DL551	1.49	0.157	0.719	25.735	RP4-669L17.1	0
1	chr1	9942	10653	DL487	1.57	0	0	0	RP4-669L17.1	0
1	chr1	9942	10653	DL3B538	0	0	0	0	RP4-669L17.1	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	DDX11L1	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	DDX11L1	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	DDX11L1	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	DDX11L1	0
2	chr1	11093	11785	DL191	0	2.125	0	0	DDX11L1	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	DDX11L1	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	DDX11L1	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	DDX11L1	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	DDX11L1	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	DDX11L1	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	DDX11L1	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	DDX11L1	0
2	chr1	11093	11785	DL487	0.74	0	0	0	DDX11L1	0
2	chr1	11093	11785	DL3B538	0	0	0	0	DDX11L1	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	MIR1302-11	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	MIR1302-11	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	MIR1302-11	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	MIR1302-11	0
2	chr1	11093	11785	DL191	0	2.125	0	0	MIR1302-11	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	MIR1302-11	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	MIR1302-11	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	MIR1302-11	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	MIR1302-11	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	MIR1302-11	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	MIR1302-11	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	MIR1302-11	0
2	chr1	11093	11785	DL487	0.74	0	0	0	MIR1302-11	0
2	chr1	11093	11785	DL3B538	0	0	0	0	MIR1302-11	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	WASH7P	2.011
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	WASH7P	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	WASH7P	1.229
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	WASH7P	0
2	chr1	11093	11785	DL191	0	2.125	0	0	WASH7P	0.542
2	chr1	11093	11785	DL3A193	0	0.522	0	0	WASH7P	0.691
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	WASH7P	1.192
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	WASH7P	0.847
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	WASH7P	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	WASH7P	0.897
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	WASH7P	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	WASH7P	0.392
2	chr1	11093	11785	DL487	0.74	0	0	0	WASH7P	0
2	chr1	11093	11785	DL3B538	0	0	0	0	WASH7P	0.484
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	FAM138A	0.491
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	FAM138A	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	FAM138A	0.211
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	FAM138A	0
2	chr1	11093	11785	DL191	0	2.125	0	0	FAM138A	1.235
2	chr1	11093	11785	DL3A193	0	0.522	0	0	FAM138A	0.446
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	FAM138A	0.207
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	FAM138A	0.212
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	FAM138A	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	FAM138A	0.484
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	FAM138A	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	FAM138A	0.551
2	chr1	11093	11785	DL487	0.74	0	0	0	FAM138A	0
2	chr1	11093	11785	DL3B538	0	0	0	0	FAM138A	0.357
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	OR4G4P	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	OR4G4P	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	OR4G4P	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	OR4G4P	0
2	chr1	11093	11785	DL191	0	2.125	0	0	OR4G4P	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	OR4G4P	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	OR4G4P	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	OR4G4P	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	OR4G4P	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	OR4G4P	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	OR4G4P	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	OR4G4P	0
2	chr1	11093	11785	DL487	0.74	0	0	0	OR4G4P	0
2	chr1	11093	11785	DL3B538	0	0	0	0	OR4G4P	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	OR4G11P	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	OR4G11P	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	OR4G11P	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	OR4G11P	0
2	chr1	11093	11785	DL191	0	2.125	0	0	OR4G11P	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	OR4G11P	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	OR4G11P	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	OR4G11P	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	OR4G11P	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	OR4G11P	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	OR4G11P	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	OR4G11P	0
2	chr1	11093	11785	DL487	0.74	0	0	0	OR4G11P	0
2	chr1	11093	11785	DL3B538	0	0	0	0	OR4G11P	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	OR4F5	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	OR4F5	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	OR4F5	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	OR4F5	0
2	chr1	11093	11785	DL191	0	2.125	0	0	OR4F5	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	OR4F5	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	OR4F5	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	OR4F5	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	OR4F5	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	OR4F5	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	OR4F5	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	OR4F5	0
2	chr1	11093	11785	DL487	0.74	0	0	0	OR4F5	0
2	chr1	11093	11785	DL3B538	0	0	0	0	OR4F5	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP11-34P13.8	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP11-34P13.8	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP11-34P13.8	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP11-34P13.8	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP11-34P13.8	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP11-34P13.8	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP11-34P13.8	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP11-34P13.8	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP11-34P13.8	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP11-34P13.8	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP11-34P13.8	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP11-34P13.8	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP11-34P13.8	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP11-34P13.8	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	CICP27	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	CICP27	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	CICP27	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	CICP27	0
2	chr1	11093	11785	DL191	0	2.125	0	0	CICP27	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	CICP27	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	CICP27	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	CICP27	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	CICP27	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	CICP27	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	CICP27	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	CICP27	0
2	chr1	11093	11785	DL487	0.74	0	0	0	CICP27	0
2	chr1	11093	11785	DL3B538	0	0	0	0	CICP27	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP11-34P13.7	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP11-34P13.7	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP11-34P13.7	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP11-34P13.7	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP11-34P13.7	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP11-34P13.7	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP11-34P13.7	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP11-34P13.7	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP11-34P13.7	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP11-34P13.7	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP11-34P13.7	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP11-34P13.7	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP11-34P13.7	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP11-34P13.7	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP11-34P13.15	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP11-34P13.15	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP11-34P13.15	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP11-34P13.15	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP11-34P13.15	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP11-34P13.15	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP11-34P13.15	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP11-34P13.15	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP11-34P13.15	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP11-34P13.15	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP11-34P13.15	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP11-34P13.15	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP11-34P13.15	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP11-34P13.15	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP11-34P13.16	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP11-34P13.16	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP11-34P13.16	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP11-34P13.16	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP11-34P13.16	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP11-34P13.16	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP11-34P13.16	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP11-34P13.16	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP11-34P13.16	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP11-34P13.16	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP11-34P13.16	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP11-34P13.16	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP11-34P13.16	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP11-34P13.16	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	AL627309.1	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	AL627309.1	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	AL627309.1	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	AL627309.1	0
2	chr1	11093	11785	DL191	0	2.125	0	0	AL627309.1	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	AL627309.1	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	AL627309.1	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	AL627309.1	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	AL627309.1	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	AL627309.1	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	AL627309.1	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	AL627309.1	0
2	chr1	11093	11785	DL487	0.74	0	0	0	AL627309.1	0
2	chr1	11093	11785	DL3B538	0	0	0	0	AL627309.1	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP11-34P13.14	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP11-34P13.14	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP11-34P13.14	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP11-34P13.14	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP11-34P13.14	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP11-34P13.14	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP11-34P13.14	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP11-34P13.14	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP11-34P13.14	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP11-34P13.14	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP11-34P13.14	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP11-34P13.14	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP11-34P13.14	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP11-34P13.14	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	Y_RNA	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	Y_RNA	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	Y_RNA	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	Y_RNA	0
2	chr1	11093	11785	DL191	0	2.125	0	0	Y_RNA	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	Y_RNA	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	Y_RNA	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	Y_RNA	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	Y_RNA	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	Y_RNA	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	Y_RNA	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	Y_RNA	0
2	chr1	11093	11785	DL487	0.74	0	0	0	Y_RNA	0
2	chr1	11093	11785	DL3B538	0	0	0	0	Y_RNA	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RNU6-1100P	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RNU6-1100P	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RNU6-1100P	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RNU6-1100P	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RNU6-1100P	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RNU6-1100P	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RNU6-1100P	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RNU6-1100P	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RNU6-1100P	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RNU6-1100P	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RNU6-1100P	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RNU6-1100P	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RNU6-1100P	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RNU6-1100P	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP11-34P13.9	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP11-34P13.9	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP11-34P13.9	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP11-34P13.9	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP11-34P13.9	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP11-34P13.9	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP11-34P13.9	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP11-34P13.9	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP11-34P13.9	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP11-34P13.9	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP11-34P13.9	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP11-34P13.9	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP11-34P13.9	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP11-34P13.9	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP11-34P13.13	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP11-34P13.13	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP11-34P13.13	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP11-34P13.13	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP11-34P13.13	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP11-34P13.13	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP11-34P13.13	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP11-34P13.13	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP11-34P13.13	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP11-34P13.13	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP11-34P13.13	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP11-34P13.13	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP11-34P13.13	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP11-34P13.13	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	AP006222.1	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	AP006222.1	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	AP006222.1	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	AP006222.1	0
2	chr1	11093	11785	DL191	0	2.125	0	0	AP006222.1	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	AP006222.1	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	AP006222.1	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	AP006222.1	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	AP006222.1	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	AP006222.1	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	AP006222.1	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	AP006222.1	0
2	chr1	11093	11785	DL487	0.74	0	0	0	AP006222.1	0
2	chr1	11093	11785	DL3B538	0	0	0	0	AP006222.1	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	AP006222.2	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	AP006222.2	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	AP006222.2	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	AP006222.2	0
2	chr1	11093	11785	DL191	0	2.125	0	0	AP006222.2	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	AP006222.2	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	AP006222.2	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	AP006222.2	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	AP006222.2	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	AP006222.2	0
